name,location,city,state,country,start date,end date,latitude,longtitude,advance rates,atDoorRates,All,Thu,Fri,Sat,Sun,site url,register now url,description
AnimeNEXT,Atlantic City Convention Center,Atlantic City,NJ,USA,2016-06-10,2016-06-12,39.3638179,-74.439888,$50 through Jan 1,,,,,,,http://www.animenext.org/,http://www.eventbrite.com/e/animenext-2016-tickets-17347142771?aff=eac2,"AnimeNEXT is the largest independently organized anime convention in the New York/New Jersey metropolitan area. The convention features Japanese creators of anime and manga, voice actors from anime series, Japanese musical acts, artists, vendors and exhibits, panels, workshops, and gaming. Events all focus on aspects of anime, manga, and Japanese culture. With the popularity of anime and manga growing in the 1990's and 2000's, anime conventions have seen positive growth in their attendance; AnimeNEXT is no exception. AnimeNEXT has been in existence since 2002 and is organized by Universal Animation."
Omni Expo,DoubleTree by Hilton Hotel at the Entrance to Universal Orlando,Orlando,FL,USA,2016-03-04,2016-03-06,28.4785495,-81.4569697,"$35 through Sep 10, 2015
$40 through Nov 2, 2015
$45 through Dec 25, 2015
$50 through Feb 20","All 3 days: $55
Fri: $35
Sat: $35
Sun: $30"," $55",," $35"," $35"," $30",http://omniexpo.com/,http://omniexpo.com/index.cfm?ID=89,"OMNI EXPO is a combination of this generation's craving for the latest and greatest that Technology has to offer and the yearning for a world with infinite possibilities. It will bring together the world of today and tomorrow, interspersed with the world of fantasy, which influences minds to believe in the possibilities of the future.
OMNI EXPO brings together major corporate players in the fields of Electronics, Video, Games, Communications, Anime Licensing, Home Video, and more. Companies will have a face-to-face experience with their direct buying demographic to showcase their latest and greatest Technologies, as well as letting them know what is new and coming soon!"
Anime Southwest,Radisson Hotel Denver Southeast,Aurora,CO,USA,2016-04-29,2016-05-01,39.6588121,-104.840169,"$36.87 through Dec 31, 2015
$41.99","All 3 days: $45
Fri: $25
Sat: $40
Sun: $25"," $45",," $25"," $40"," $25",http://www.animesouthwest.com/,http://sukoshicon.com/wordpress/register-here/,"Sukoshi Con is back with our own event in Denver, CO. Anime Southwest has better dates, bigger location, and a seasoned team for 2016. Join us for a social anime event you won't soon forget."
Liberty City Anime Con,Crowne Plaza Times Square Manhattan,New York,NY,USA,2016-08-19,2016-08-21,40.7606293,-73.9854817,"$25 through Nov 10, 2015
$40 through Dec 20, 2015
$45 through Feb 20
$52 through May 20
$57 through Jun 20
$60 through Aug 21",All 3 days: $60," $60",,,,,http://libertycityanimecon.com/,http://libertycityanimecon.com/register,"Anime returns to New York City with the introduction of Liberty City Anime Con to Times Square. We are working to build one of the largest, best, and most fun fan-focused anime conventions in New York. Run by dedicated anime fans, we hope to create one of the largest, most successful events to ever hit the Big Apple."
Anime Midwest,Hyatt Regency O'Hare / Donald E. Stephens Convention Center,Rosemont,IL,USA,2016-07-08,2016-07-10,41.981251,-87.8589,,,,,,,,http://animemidwest.com/,,"Anime Midwest is a three-day anime con with tons of anime events, organized by fans for fans. We have lots of cosplay events, several anime screenings, free Mt. Dew for all congoers, lots of panels, video game events, and a lot more. Our Chicago anime con will bring together thousands of fans to celebrate Japanese animation, and some other fandoms, over a three-day-long weekend."
Kabochacon,Hope Hotel and Richard C. Holbrooke Conference Center,Wright-Patterson Air Force Base,OH,USA,2016-10-14,2016-10-15,39.8001305,-84.0432987,,,,,,,,http://www.kabochacon.org/,,Dayton Ohio's first anime convention is back for a second round! More info to follow.
Anime Fan Fest,Garden State Exhibit Center,Somerset,NJ,USA,2016-05-06,2016-05-08,40.5380634,-74.521581,$65,,,,,,,http://animefanfest.com/,http://animefanfest.com/registration.php,"Anime Fan Fest, where friends come together and celebrate being Otaku. Anime fandom took hold in the Universities and comic shops all throughout the eastern United States, from Ohio over to New York and down into Carolina. One could say that New Jersey is the ""crossroad"" of anime fandom and what better way to celebrate, then to renew past friendships and explore new ones. New Jersey Anime Fan FEST will showcases the exceptional works of your favorite actors, cosplayers, artists and musicians who rejoice in being Otaku. At New Jersey Anime Fan FEST you'll find exhibitors promoting and selling all types of related products, as well as entertaining and educational panels, guest signings and providing a ""safe zone"" for you and your whole family."
Kawaii Kon,Hawaii Convention Center,Honolulu,HI,USA,2016-04-08,2016-04-10,21.289819,-157.836113,"$45 through Nov 1, 2015
$55 through Apr 7",All 3 days: $60," $60",,,,,http://kawaiikon.com/,http://kawaiikon.com/registration/attendees/,"Kawaii Kon is a three day convention dedicated to promoting a greater awareness and appreciation for all fandoms with an emphasis on Japanese animation, culture, and traditions. Through cooperation with the community, Kawaii Kon endeavors to facilitate growth of anime, manga, Japanese culture and related industries in Hawaii and beyond. In addition to providing a central event for fans, Kawaii Kon is a vehicle for publicly sharing industry information. 

Kawaii Kon also provides the community and related industries with the opportunity to network and conduct business. Above all Kawaii Kon is a safe place for fans to gather and enjoy themselves while sharing their common goals and interests.

Since our first convention in 2005, Kawaii Kon has grown to include thousands of annual attendees. Fans, artists and industry guests gather from all over the world for the 3-Day extravaganza. Come on and join in the fun at Kawaii Kon!"
RhodyCon,Dovetail Auction Gallery,Cranston,RI,USA,2016-07-30,2016-07-31,41.7533236,-71.4470622,"$15 through Dec 31, 2015
$25 through Jul 29",Both days: $30," $30",,,,,http://dovetailauctions.com/rhodycon.html,http://dovetailauctions.com/rhodycon_registration2016.html,"We think Rhode Island deserves its own annual anime convention, don't you? 

RhodyCon is a fan-run celebration of all things geeky and is open to fans of all ages and backgrounds. Anime, video games, pinball, and sci-fi are our main points of interest. We will also delve into other aspects of Japanese culture, pop culture, and classic gaming. Cosplayers, lolitas, and steampunks are all welcome here. 
We feature panels, cosplay, anime screenings, AMV Contest, video game tournaments, pinball tournament, dealer & artist area and Japanese food & snacks. 

Join us for a fun weekend celebrating your anime fandom!"
Anime Festival Orlando,Wyndham Orlando Resort,Orlando,FL,USA,2016-07-29,2016-07-31,28.448893,-81.470066,,,,,,,,http://animefestivalorlando.com/,,AFO is a multi-day celebration of all things related to Japanese animation and pop culture held at the Wyndham Orlando Resort.
Matsuricon,Hyatt Regency Columbus,Columbus,OH,USA,2016-08-19,2016-08-21,39.97014,-83.000615,,,,,,,,http://matsuricon.org/,,"Matsuricon is an annual Japanese pop-culture event that focuses primarily on Japanese animation (known as ""anime""), manga (Japanese graphic novels), and video games. We also showcase both American and Japanese popular culture, due to the natural overlap of fandom from both genres. Because of our ""family friendly"" image, our mascots are a ""traditional"" Japanese family consisting of a father, a mother, a son, a daughter, and a dog. Matsuricon's goal is to promote the cultural awareness of Japanese pop-culture through related events, special guest speakers and cultural presentations."
Lvl Up Expo,Cashman Convention Center,Las Vegas,NV,USA,2016-05-14,2016-05-15,36.178674,-115.132535,"$30 through Oct 31, 2015
$35 through Feb 29
$40 through May 13","Both days: $45
Sat: $30
Sun: $30"," $45",,," $30"," $30",http://lvlupexpo.com/,http://lvlupexpo.com/pre-registration/,"Lvl Up Expo (LUX) is a gaming/anime/comics convention based in Las Vegas. LUX covers the various types of gaming including the most current technology and systems. LUX is jam packed with tournaments, interactive games, give-a ways and so much more!"
A-Kon,Hilton Anatole Dallas,Dallas,TX,USA,2016-06-03,2016-06-05,32.799806,-96.827676,$43.75,,,,,,,http://www.a-kon.com/,http://www.a-kon.com/?p=10269,
YourMiniCon - Wisconsin,Sheraton Madison Hotel,Madison,WI,USA,2016-02-06,2016-02-07,43.0474567,-89.3736804,$40 through Feb 5,,,,,,,http://yourminicon.com/events/wisconsin/,http://yourminicon.com/events/wisconsin/#registration_hook,"For the first time in Madison, Wisconsin, YourMiniCon will be running our brand of anime and cosplay expo on February 6th and 7th, 2016. Join us for a fun-filled weekend of gaming, cosplay, and panels."
ConnectiCon,Connecticut Convention Center / Hartford Marriott Downtown / Hilton Hartford,Hartford,CT,USA,2016-07-07,2016-07-10,41.763438,-72.668338,"$50 through Jan 2
$60 through Apr 2
$75 through Jul 2","All 4 days: $75
Fri: $40
Sat: $50
Sun: $30"," $75",," $40"," $50"," $30",http://connecticon.org/,,"ConnectiCon has a little bit of everything for every type of fan we've got:
Cosplay, Comics, Online Media, Tabletop Gaming, Video Gaming, TV and Movie stars, Voice Actors, Panels & Workshops, Contests, Dances...
We've got ALL THE THINGS at one event!"
Nan Desu Kan,Sheraton Denver Downtown Hotel,Denver,CO,USA,2016-09-02,2016-09-04,39.741815,-104.989868,"$35 through Sep 15, 2015
$45 through Aug 1",,,,,,,http://ndkdenver.org/,https://ndkdenver.org/events/2016-nan-desu-kan/,"Nan Desu Kan (a Japanese pun translating loosely to 'what is it?') began its life in 1997 at the Tivoli Student Union as a small, fan-run convention with just 200 or so attendees. These days, several hotels and more than a decade later, NDK is still a fan-run convention. And with a total weekend attendance of more than 21,000 (over 7,000 people per day), it's now the largest anime convention in Colorado and 14 surrounding states (excluding Texas)."
SoDak Con,Rushmore Plaza Civic Center,Rapid City,SD,USA,2016-06-24,2016-06-26,44.088132,-103.2252,"$30 through Jul 31, 2015
$40 through May 28","All 3 days: $45
Fri: $25
Sat: $25
Sun: $25"," $45",," $25"," $25"," $25",http://www.sdcon.org/,http://www.sdcon.org/preregistration.html,South Dakota's largest anime and geek convention. All are welcome.
San Japan,Henry B. Gonzalez Convention Center / San Antonio Grand Hyatt Hotel,San Antonio,TX,USA,2018-08-31,2018-09-02,29.421484,-98.486348,,,,,,,,http://san-japan.org/,,
Norfolk Anime Explosion,Sheraton Norfolk Waterside Hotel,Norfolk,VA,USA,2016-05-26,2016-05-29,36.8436264,-76.2895593,,,,,,,,http://norfolkanime.com/,,"Join hundreds of your fellow anime fans at a 3-day convention dedicated to Japanese culture, anime, manga, music, J-pop, cosplay, dealers, and more."
Triad Anime Convention,Winston-Salem Marriott,Winston-Salem,NC,USA,2016-03-11,2016-03-13,36.099202,-80.246707,,,,,,,,http://triadanimecon.com/,http://triadanimecon.com/admission/,"Returning to the Winston Salem Marriott and Embassy Suites for 2016, Triad Anime Con is Winston Salem's anime, gaming, and Japanese culture convention!"
Anime Oasis,The Grove Hotel / CenturyLink Arena Boise / Boise Centre,Boise,ID,USA,2016-05-27,2016-05-30,43.6143763,-116.2048098,"$35 through Dec 31, 2015
$40 through Mar 31
$45 through May 26","All 4 days: $45
Fri: $20
Sat: $25
Sun: $25
Mon: $20"," $45",," $20"," $25"," $25",http://www.animeoasis.org/,http://www.animeoasis.org/tickets.html,"Anime Oasis has been Idaho's anime convention since 2002, making this our 15th year! We are expanding to accommodate the growth we seen, have new and exciting events planned, and intend to celebrate a decade and a half of fun!"
LouisiANIME,Baton Rouge Marriott,Baton Rouge,LA,USA,2016-03-25,2016-03-27,30.4233147,-91.1344089,"$30 through Aug 1, 2015
$37.92 through Nov 1, 2015
$40 through Feb 12
$48 through Mar 27",,,,,,,http://www.louisianime.com/,http://www.eventbrite.com/e/louisianime-tickets-17757034769,"At Louisianime we work hard to make sure you have the opportunity to meet amazing voice actors. Come visit, learn and get autographs from the voice actors who bring to life some of your favorite characters!

Cosplay is a big part of the conventions today and we love watching it grow! Every year we invite talented and inspiring veteran cosplayers who give tips and insight into their outstanding craftsmanship and costume design. Come learn some great tricks of the trade and ways to improve your skill!

In addition to having amazing and talented guests, LouisiANIME has a wide variety of programming for all ages. We have unique programming provided every year by volunteer staff as well as regular programming events that we provide directly and through direct partnerships with talented featured panelists to cater to a variety of fandoms, in addition to the amazing content produced by volunteers every year."
PopCult Anime Con,Sheraton Framingham Hotel & Conference Center,Framingham,MA,USA,2016-08-20,2016-08-21,42.2975177,-71.4805289,$35 through Aug 1,"Both days: $40
Sat: $25
Sun: $20"," $40",,," $25"," $20",http://www.popcultanimecon.com/,http://www.popcultanimecon.com/registration,"Pop Cult Anime Con is a two day con held in Framingham Mass. 
2016 will be the first year PCAC will take place, but we will have a lot to offer!"
NashiCon,Columbia Metropolitan Convention Center,Columbia,SC,USA,2016-04-08,2016-04-10,33.997369,-81.038096,$20,"All 3 days: $30
Fri: $10
Sat: $20
Sun: $15"," $30",," $10"," $20"," $15",http://nashicon.com/,http://nashicon.com/?page_id=74,"NashiCon is the premier anime convention of South Carolina, and has quickly grown from a local convention with humble beginnings as a college anime club con to one of the most anticipated conventions in the Southeast!"
Mizucon,DoubleTree by Hilton Hotel Miami Airport & Convention Center,Miami,FL,USA,2016-08-19,2016-08-21,25.778552,-80.310429,"$16.82 through Nov 28, 2015
$27.37 through Jan 25",,,,,,,http://mizucon.com/,http://mizucon.com/registration/,"MizuCon returns for our 9th year at our beautiful location, the Miami Airport Convention Center and DoubleTree Hotel."
Hoshicon,Westin Charlotte Hotel,Charlotte,NC,USA,2016-07-15,2016-07-17,35.2215165,-80.8477858,"$30 + fees through Dec 26, 2015
$35 + fees through Jun 30","All 3 days: $45
Fri: $25
Sat: $30
Sun: $15"," $45",," $25"," $30"," $15",http://hoshicon.org/,http://hoshicon.org/registration/,"Hoshicon is a three-day Japanese Culture, Animation, and Video Game event located at the Westin Charlotte Hotel in Charlotte, NC. There is a wide range of events catering to this cultural event including shopping, panels, a game room, cosplay contest, and much more! Our goal is to provide people of all ages with entertainment and to educate our community about Southeast Asian culture. Last year, our convention ended up attracting 4,000+ attendees to the Charlotte, NC area. Please join us as we host 2016's Hoshicon here in Charlotte, NC! We hope to see you there!"
Anime Detour,DoubleTree by Hilton Bloomington Minneapolis South,Bloomington,MN,USA,2016-04-22,2016-04-24,44.861793,-93.352793,$50 through Feb 28,All 3 days: $100," $100",,,,,http://animedetour.com/,http://animedetour.com/register,"Anime Detour is a non-profit anime and media convention managed by Anime Twin Cities, Inc. in the greater Twin Cities metro area of Minnesota."
Delta H Con,Houston Marriott Westchase,Houston,TX,USA,2016-08-19,2016-08-21,29.734311,-95.550292,,,,,,,,http://deltahcon.com/,,"Anime and gaming convention in Houston, Texas. We love anime and games and strive to bring the best to you, our guests."
Anime Boston,Hynes Convention Center,Boston,MA,USA,2017-03-31,2017-04-02,42.347505,-71.084638,,,,,,,,http://animeboston.com/,,
Dragon Con,"Atlanta Marriott Marquis, Hyatt Regency Atlanta, Atlanta Hilton, Sheraton Atlanta, Westin Peachtree Plaza",Atlanta,GA,USA,2016-09-02,2016-09-05,33.761497,-84.385117,,,,,,,,http://dragoncon.org/,http://store.dragoncon.org/index.php?main_page=product_info&cPath=26&products_id=848,"Dragon Con is the largest multi-media, popular culture convention focusing on science fiction and fantasy, gaming, comics, literature, art, music, and film in the US."
AniMinneapolis,Hyatt Regency Minneapolis,Minneapolis,MN,USA,2017-05-26,2017-05-28,44.970749,-93.277646,,,,,,,,http://animinneapolis.com/,,
CampAnime,YMCA Camp Woodstock,Woodstock Valley,CT,USA,2016-08-26,2016-08-28,41.96935,-72.076262,,"All 3 days: $40
Fri: $15
Sat: $20
Sun: $15"," $40",," $15"," $20"," $15",http://campanime.com/,http://www.campanime.com/online.html,"Get ready for panels, contests, game shows, dancing, karaoke, workshops, anime showings...plus outdoor activities like archery, boating, BB gun range, rock climbing wall & cosplay dodgeball. These are a few of the events that make CampAnime an indoor con with outdoor fun.

CampAnime is a family-friendly affair & we encourage parents to attend with their children. We offer parents a $5 weekend admission rate, a lodging/meal packages at close to 50% off plus panels aimed specifically for parents."
JAMPcon,Chattanooga Convention Center,Chattanooga,TN,USA,2017-05-19,2017-05-21,35.041864,-85.313414,"$25 through Nov 30, 2016
$30 through May 17","All 3 days: $40
Fri: $20
Sat: $25
Sun: $15"," $40",," $20"," $25"," $15",http://www.jampcon.com/,http://www.jampcon.com/registration.html,"JAMPcon stands for JAPANESE ANIME MANGA PARADISE Convention. It caters to predominately Anime, but also Comic, and Gaming fans of all ages. After a 5 year hiatus, JAMPcon is slated for an EPIC return in May 19-21, 2017 (dates are subject to change). We want to personally thank the fans for still having an interest in seeing the convention return! 
The theme for JAMPcon's return is going to be Versus. What are some of the most epic rivalry's in Anime history? What two characters, if they went toe to toe, in any genre, would be an Epic battle and more over, who would win? Superman v.s. Apocalypse? Ichigo v.s. Naruto? Batman v.s. Samuri Champloo? These are the just a few of the areas that will headline JAMPcon's Return."
AnimeFest,Sheraton Dallas Downtown Hotel,Dallas,TX,USA,2017-08-17,2017-08-20,32.785006,-96.794776,,,,,,,,http://animefest.org/,,"AnimeFest is a non-profit organization for fans of Japanese Animation. We unite fans from around the country in our common interest and gather at our annual convention in Dallas, TX for the purpose of meeting fellow fans, viewing new anime, buying & trading merchandise, and just reveling in all that is anime."
Bakuretsu Con,Hampton Inn Burlington,Colchester,VT,USA,2016-10-28,2016-10-30,44.5063,-73.179258,,,,,,,,http://bakuretsucon.org/,,"Founded in 2001 by area fans, Bakuretsu Con is Vermont's premiere anime convention! Our family-friendly event draws approximately 600 attendees, and is sponsored by The Anime Society of Vermont, a public, non-profit organization whose primary mission is to promote cultural awareness and diversity through the celebration of anime and manga."
AniMinneapolis,Hyatt Regency Minneapolis,Minneapolis,MN,USA,2016-05-06,2016-05-08,44.970749,-93.277646,,,,,,,,http://animinneapolis.com/,,
Hanadoki Con,Town and Country Resort & Convention Center,San Diego,CA,USA,2016-03-18,2016-03-20,32.761727,-117.168911,"$30 through Jan 1
$35 through Jan 31
$40 through Feb 29
$45 through Mar 15",All 3 days: $50," $50",,,,,http://hanadokicon.org/,http://www.hanadokicon.org/membership-registration/,"Hanadoki Con is about Japanese animation, manga, and related media; the inspirations behind Japanese animation, and the influence on American popular culture and what Japanese animation/Culture has contributed to our culture.

Hanadoki Con is for the fans and by the fans focused on anime and Japanese culture in American popular culture. We are dedicated to bringing the best possible fan convention to San Diego that we possibly can

Hanadoki Con is dedicated to giving fans the convention experience they want. This means a greater focus on events, a broad theme that welcomes everyone, and true willingness to listen to our attendees. Our fans are not merely customers or attendees. They are the vital heart of our convention. We take care of the fans first and foremost"
Shuto Con,Lansing Convention Center / Radisson Hotel Lansing,Lansing,MI,USA,2016-03-18,2016-03-20,42.734432,-84.547949,"$35 through Aug 1, 2015
$40 through Nov 2, 2015
$45 through Mar 4",All 3 days: $50," $50",,,,,http://www.shutocon.com/,http://shutocon.com/registration.html,"Shuto Con is Lansing's Annual Anime Convention, coming to the Lansing Center March 18th-20th, 2016. This convention will be a three day event held in Lansing, MI that focuses on Artists and the art of Interactive Cosplaying!"
Animazement,Raleigh Convention Center,Raleigh,NC,USA,2016-05-27,2016-05-29,35.77361,-78.64111,"$57.27 through Dec 31, 2015","All 3 days: $65
Thu: $65
Fri: $65
Sat: $50
Sun: $25"," $65"," $65"," $65"," $50"," $25",http://www.animazement.org/,http://www.animazement.com/registration/,"Animazement is an all-volunteer, fan-run anime convention in Raleigh, North Carolina, celebrating popular Japanese visual culture in all of its forms. The parent organization of Animazement, Educational Growth Across Oceans (EGAO) is a 501(c)3 nonprofit organization."
Ama-Con,Amarillo Civic Center,Amarillo,TX,USA,2016-07-23,2016-07-24,35.208705,-101.830977,,,,,,,,http://ama-con.amarillolibrary.org/,,
AnimeCon Arkansas,Holiday Inn Little Rock-Airport-Conf Ctr,Little Rock,AR,USA,2016-04-08,2016-04-10,34.7140162,-92.2219441,"$22.09 through Aug 1, 2015
$27.37 through Oct 31, 2015
$30 + fees through Jan 31
$35 + fees through Mar 31",All 3 days: $40," $40",,,,,http://animeconarkansas.com/,http://www.animeconarkansas.com/#!blank/c17vz,
Metrocon,Tampa Convention Center,Tampa,FL,USA,2016-07-21,2016-07-24,27.941943,-82.456518,,,,,,,,http://metroconventions.com/,http://www.metroconventions.com/control.cfm?ID=3159,"METROCON is founded as the nexus of worlds, thus allowing characters from other dimensions to come together in the same place to meet. The Gear, the symbol of METROCON, is the put in place as a filter on reality so that ultimate evil cannot come through. Feel free to read the ""Story of METROCON"" in it's entirety, or skip ahead if you just need to catch up!"
Sakura-Con,Washington State Convention & Trade Center,Seattle,WA,USA,2016-03-25,2016-03-27,47.611783,-122.331165,"$40 through Jul 18, 2015
$50 through Sep 30, 2015
$55 through Nov 30, 2015
$60 through Mar 1",All 3 days: $70," $70",,,,,http://sakuracon.org/,http://sakuracon.org/registration/,"Presented by the Asia Northwest Cultural Education Association, Sakura-Con is the oldest and most well attended anime convention in the Pacific Northwest."
Tekko,David L. Lawrence Convention Center,Pittsburgh,PA,USA,2016-04-07,2016-04-10,40.4457778,-79.9964296,"$40 through Dec 31, 2015
$45 through Feb 29
$50 through Apr 6","All 4 days: $50
Sun: $30"," $50",,,," $30",http://www.teamtekko.us/,http://www.teamtekko.us/tekko2016/preregistration/,"Since its inaugural convention in 2003, Tekko (formerly Tekkoshocon) has been bringing the best in Japanese pop culture to the 'burgh! Anime, manga, video games, cosplay, J-rock, J-fashion - Tekko has it all!"
Bak-Anime,Bakersfield Marriott at the Convention Center,Bakersfield,CA,USA,2016-02-06,2016-02-07,35.372535,-119.01161,,"Both days: $25
Sat: $15
Sun: $10"," $25",,," $15"," $10",http://bak-anime.com/,http://bak-anime.com/?page_id=5,"Bakersfield's own anime convention! The best deals on anime, figures, toys, and much much more. Cosplay contest, guests, gaming rooms, come see what Bakersfield fandom is all about!"
YumeCon USA,Foothill College,Los Altos Hills,CA,USA,2016-02-06,2016-02-006,37.359754,-122.125965,$8 through Feb 6,$10,$10,,,,,http://fhcollege.wix.com/yumeconusa,http://fhcollege.wix.com/yumeconusa#!registration/c1y77,"YumeCon is an anime convention organized by students and friends at Foothill College. It's organized by student members from the Foothill Anime Club Committe. We are all willing to commit our time and effort into making an event that both veterans and newbies can enjoy. YumeCon will be the first ever anime convention in the bay area that will have attractive events that are out of the norm such as the omatsuri event a.k.a Japanese festival where attendees can enjoy games such as goldfish scooping, target shooting, coconut bowling and much much more!
 
There will also be competitions such as the singing competition where performers can show off their talents of singing their favorite Japanese songs to the crowd and even win prizes! Cosplayers are also encouraged to attend YumeCon as there will be a special discounts for cosplayers and to add in, there will be a cosplay competition where winners will be decided based on the effort they put into their cosplay based on the theme of the event! Merchandise vendors and the artist valley will also be set up for the attendee to buy the merchandises that they like!
What more could you ask for? So come on over to Foothill College in Los Altos Hills and enjoy!"
AniMinneapolis,Hyatt Regency Minneapolis,Minneapolis,MN,USA,2018-05-25,2018-05-27,44.970749,-93.277646,,,,,,,,http://animinneapolis.com/,,
Zipcon,University of Akron,Akron,OH,USA,2016-02-20,2016-02-20,41.0754,-81.514054,,Free,Free,,,,,http://zipcon.weebly.com/,,"Zipcon is a free, one day anime convention held at the University of Akron. Year one was a success, are you ready for Round 2!?"
Middle Tennessee Anime Convention,Sheraton Music City Hotel / Embassy Suites Nashville Airport,Nashville,TN,USA,2016-03-25,2016-03-27,36.144564,-86.682789,"$27.37 through Nov 30, 2015
$37.92 through Jan 1
$40 + fees","All 3 days: $60
Fri: $30
Sat: $30
Sun: $30"," $60",," $30"," $30"," $30",http://mtac.net/,http://mtac.net/register/,"MTAC (Middle Tennessee Anime Convention) is an annual convention that produces events related to Anime, Manga, and relevant Popular Arts, providing enthusiasts and the public at large with a forum for patronage and education thereof. Established in 1999, MTAC has been steadily growing annual event based in Nashville, Tennessee."
Tsubasacon,Big Sandy Superstore Arena,Huntingon,WV,USA,2016-09-30,2016-10-02,38.421629,-82.446266,"$35 through Jun 1
$40 through Sep 1
$45 through Sep 28","All 3 days: $45
Fri: $30
Sat: $40
Sun: $20"," $45",," $30"," $40"," $20",https://www.tsubasacon.org/,https://www.tsubasacon.org/registration,"Tsubasacon is an annual convention currently held at the Big Sandy Superstore Arena and Riverfront Ballroom and Conference Center.

In 2006 Tsubasacon moved to it's current home in Huntington, WV and has grown in scale dramatically over it's 11 year tenure while still maintaining it's small hometown con charm. Popular large events include the masquerade, anime music video contest, concerts, game shows, and the Saturday dance.

Tsubasacon is a three day fun-filled event that offers late-night dances, video programming, gaming rooms, and many informative guest and fan panels. Many of the attendees take advantage of the opportunity to cosplay at the convention, and there are many gatherings for fans of different anime and manga series.

In 2015, Tsubasacon expanded into the arena as well as the convention center."
TexanCon,Tarleton State University,Stephenville,TX,USA,2016-03-18,2016-03-20,32.216368,-98.218406,$35 through Mar 1,"All 3 days: $50
Fri: $20
Sat: $30
Sun: $10"," $50",," $20"," $30"," $10",http://texancon.com/,http://texancon.com/registration,"TexanCon is an annual anime and comic book convention held on Tarleton State University campus in Stephenville, TX. It is organized by the TSU Anime Club to allow everyone to have a taste of anime Texan-style.

Every TexanCon weekend is filled with fun costumes, guests, and more. We are lucky to get to work with our Tarleton family to provide various demonstrations, dances, and tournaments in a family friendly environment. A variety of artists also attend the con to show off their skills in drawing, plushie making, woodwork, and more."
Ramencon,Radisson Hotel at Star Plaza,Merrillville,IN,USA,2016-09-23,2016-09-25,41.472441,-87.327983,$30 through Sep 1,"All 3 days: $40
Fri: $40
Sat: $40
Sun: $25"," $40",," $40"," $40"," $25",http://www.ramencon.com/,http://www.ramencon.com/Registration.php,"Ramencon is an anime convention in northwest Indiana. We host a lot of interactive events and panels. We also have great give away prizes before and during the convention. We have a lot of our ideas from the fans on our Facebook. We want you to feel that this is your convention.

Awesome Laser tag event, cosplay foam sword fighting, and much more"
San Japan,Henry B. Gonzalez Convention Center / San Antonio Grand Hyatt Hotel,San Antonio,TX,USA,2017-09-01,2017-09-03,29.421484,-98.486348,,,,,,,,http://san-japan.org/,,
Genericon,Rensselaer Polytechnic Institute,Troy,NY,USA,2016-03-04,2016-03-06,42.729188,-73.679273,,,,,,,,http://genericon.union.rpi.edu/,https://sites.google.com/site/rpigenericon/pre-registration,"Genericon is a weekend-long, general convention run by the students of Rensselaer Polytechnic Institute in Troy, NY. We feature a wide variety of attractions that run the gamut of geeky hobbies, including science fiction, gaming of all forms, and anime. Our events include panels by guest speakers, video gaming tournaments, role-playing games of both the pen-and-paper and live-action variety, and twenty-four hour showings of both science fiction classics and modern anime fresh from Japan. The convention runs for an uninterrupted 48 hours, starting at 5 PM on Friday and ending at 5 PM the following Sunday."
Sausomecon,KCI Expo Center,Kansas City,MO,USA,2016-06-10,2016-06-12,39.3071352,-94.6840215,$37.92 through Jan 19,,,,,,,http://www.sausomecon.com/,https://www.eventbrite.com/e/sausomecon-2016-anime-and-mixed-media-convention-tickets-19260760453,"Sausomecon is dedicated to ensuring a fun, safe, accepting and learning environment for all attendees. Our primary focus is the Japanese culture, mainly through anime, manga, video games, music, panels, and presentations but are not limited to just the Japanese culture.

We wish for everyone to succeed. From our attendees, special guests, staff, venue and other conventions, we truly wish success for all."
Kollision Con,Hilton Chicago/Indian Lakes Resort,Bloomingdale,IL,USA,2016-11-25,2016-11-27,41.9520161,-88.0985159,"$30
$35
$40","All 3 days: $45
Fri: $30
Sat: $35
Sun: $20"," $45",," $30"," $35"," $20",http://kollisioncon.com/,http://kollisioncon.com/register.html,"Kollision Con, where East ""kollides"" with West. A multi-genre convention that has something for every fandom!

Whether you've just heard of us or are a returning attendee, welcome! We look forward to seeing you at the convention!"
Jacksonville Anime Day,Embassy Suites Jacksonville - Baymeadows,Jacksonville,FL,USA,2016-02-06,2016-02-006,30.22008,-81.565086,,$5,$5,,,,,http://jacksonville.animeday.net/,,"Jacksonville Anime Day is a one day anime marketplace that brings all your anime/manga needs to you without all the hassle or extra expense associated with other conventions. Admission is only $5.00 at the door for a full day of anime fun and events including a dance. At our show you don't spend all your money just to get inside. Featuring an over 2,000 sq ft dealers room, Video/Event room, prize giveaways, contests and FREE Parking. So come spend the day with us and other anime fans."
