name,eventVenue,eventCity,eventState,eventCountry,eventStartDate,eventEndDate,latitude,longitude,advanceRates,atDoorRates,siteURL,registerURL,description,eventType
Ramencon,Radisson Hotel at Star Plaza,Merrillville,IN,USA,2016-09-23,2016-09-25,41.472441,-87.327983,"
$30 through Sep 1","
All 3 days: $40
Fri: $40
Sat: $40
Sun: $25",http://www.ramencon.com/,http://www.ramencon.com/Registration.php,"Ramencon is an anime convention in northwest Indiana. We host a lot of interactive events and panels. We also have great give away prizes before and during the convention. We have a lot of our ideas from the fans on our Facebook. We want you to feel that this is your convention.

Awesome Laser tag event, cosplay foam sword fighting, and much more",Anime
Anime Weekend Atlanta,Renaissance Waverly Hotel & Cobb Galleria Centre,Atlanta,GA,USA,2016-09-29,2016-10-02,33.884944,-84.464854,"
$50 through Jan 31
$55 through May 31
$60 through Aug 31",,http://awa-con.com/,http://www.eventbrite.com/e/anime-weekend-atlanta-2016-registration-18588878837,"AWA has a wide variety of events including video room showings of Japanese cartoons from new releases and titles going back to the 1960's, a dealer's room with retailers who sell Japanese animation and manga related merchandise such as toys, videos, audio CDs and artwork, workshops, panel discussions on various topics including the current trends in Japan and how they will affect the United States, a costume contest where attendees dress up as their favorite anime or manga character, and scores of guests who have worked or currently are working in the industry.",Anime
Realms Con,American Bank Center,Corpus Christi,TX,USA,2016-09-30,2016-10-02,27.808594,-97.393863,,,http://realmscon.com/,,"Realms Con is a three-day, multimedia convention held annually in Corpus Christi, Texas. If you love anime, gaming, horror, comic books and having a fun time, this is the convention for you! Realms Con will take place at the American Bank Center September 30 - October 2, 2016.",Anime
Tsubasacon,Big Sandy Superstore Arena,Huntingon,WV,USA,2016-09-30,2016-10-02,38.421629,-82.446266,"
$35 through Jun 1
$40 through Sep 1
$45 through Sep 28","
All 3 days: $45
Fri: $30
Sat: $40
Sun: $20",https://www.tsubasacon.org/,https://www.tsubasacon.org/registration,"Tsubasacon is an annual convention currently held at the Big Sandy Superstore Arena and Riverfront Ballroom and Conference Center.

In 2006 Tsubasacon moved to it's current home in Huntington, WV and has grown in scale dramatically over it's 11 year tenure while still maintaining it's small hometown con charm. Popular large events include the masquerade, anime music video contest, concerts, game shows, and the Saturday dance.

Tsubasacon is a three day fun-filled event that offers late-night dances, video programming, gaming rooms, and many informative guest and fan panels. Many of the attendees take advantage of the opportunity to cosplay at the convention, and there are many gatherings for fans of different anime and manga series.

In 2015, Tsubasacon expanded into the arena as well as the convention center.",Anime
Classic Comic Con,McHenry Event Center,Modesto,CA,USA,2016-10-01,2016-10-02,37.6569425,-120.9946756,"
$25 through Sep 30",,http://www.steamhousecoffeeco.com/,http://www.steamhousecoffeeco.com/store/c15/Purchase_Tickets_to_Classic_Comic_Con_2016.html,"Classic Comic Con is a two-day, mult-genre convention (steampunk, sci-fi, anime, fantasy, horror) in Modesto, CA October 1-2, 2016. Programming includes film festival, panels & workshops, Otaku car show, cosplay contest, tabletop games, video games, kids activities, comics, collectibles, fan groups, vendors & more.",Anime
Senshi Con,William A. Egan Civic & Convention Center,Anchorage,AK,USA,2016-10-01,2016-10-02,61.217581,-149.89244,,,http://senshicon.org/,http://senshicon.org/membership/,"Senshi Con is an annual convention that caters to enthusiasts of Asian culture, animation, graphic novels, and gaming held in Anchorage, AK. It is Alaska's largest event where you can share your fandoms, make new friends, and enjoy a nearly endless array of costumes, live events, panels, contests, and shop your favorite artists and vendors.",Anime
Kabochacon,Hope Hotel and Richard C. Holbrooke Conference Center,Wright-Patterson Air Force Base,OH,USA,2016-10-14,2016-10-15,39.8001305,-84.0432987,,,http://www.kabochacon.org/,,Dayton Ohio's first anime convention is back for a second round! More info to follow.,Anime
Another Anime Convention,Radisson Hotel Manchester Downtown,Manchester,NH,USA,2016-10-14,2016-10-16,42.98779,-71.464332,"
$45 through May 1
$50 through Oct 1","
All 3 days: $60
Fri: $40
Sat: $45
Sun: $40",http://www.anotheranimecon.com/,http://www.anotheranimecon.com/?page_id=27,"Another Anime Convention is run by people who love Japanese culture especially Japanese animation located at the Radisson Hotel in Manchester, NH. It is a place for fans to gather in New Hampshire for a three day convention to enjoy events, special guest's and other media that celebrate aspects of Japanese culture. While our focus of the convention is Japanese animation, we also expand to other aspects of fandoms such as steampunk, science fiction and internet media. We offer panels, workshop's, anime screenings, a masquerade (skits and performances to show off costumes) a dance, karaoke, game shows, formal dance, AMV room, video games and much more.",Anime
Kogata Daycon,Mitchell Fairgrounds,Mitchell,SD,USA,2016-10-15,2016-10-15,43.7024657,-98.079317,,"
Free",http://teamandyusa.com/,,"Kogata Daycon small but growing anime, video gaming, and table top convention Mitchell, SD. Admission costs nothing; and there are hundreds of free to play tabletop and video games, both retro and current. It features play to win games, video game tournaments, and a cosplay contest; all with prizes, all free to enter. The con features: venders, concessions, an artists alley, and a raffle. It typically has 200+ attendees. Kogata Daycon is family friendly convention that caters to all ages!",Anime
Unplugged Expo,"The Westin Harbour Castle, Toronto",Toronto,ON,Canada,2016-10-15,2016-10-16,43.6409736,-79.3767227,,,http://unpluggedexpo.com/,,"2016 is Unplugged Expo's 5th anniversary. Come join us as we celebrate 5 years of awesome! This year we are back in Downtown Toronto where it all started, and our venue of choice is the Westin Harbour Castle Convention Centre! Mark your calendars for October 15-16 as we kick off another Weekend of awesome! Geek Proud!",Anime
Anime Banzai,Davis Conference Center,Layton,UT,USA,2016-10-21,2016-10-23,41.084361,-111.980789,,,http://animebanzai.org/,,"The goal of Anime Banzai is to bring an event to Utah where fans can come together to celebrate Japan and Japanese culture in a fun, safe, family-friendly atmosphere. To that end, we hold our convention three days each year with panels, events, and contests that will let fans enjoy their favorite aspects of Anime and Japanese popular culture.",Anime
Anime Fusion,Ramada Mall of America,Bloomington,MN,USA,2016-10-21,2016-10-23,44.860523,-93.240119,,,http://animefusion.net/,http://www.animefusion.net/site/content/registration-faqs,"Anime Fusion is dedicated to bringing the classic favorites of anime back into the spotlight alongside the newest titles fresh from Japan. In all areas of our convention, we're doing our best to honor new releases and retro hits equally to create an event that everyone can enjoy. We're inviting guests from a wide range of backgrounds. We're filling our game rooms with a variety of choices that span the decades. We're selecting shows for our video rooms that highlight the popular new releases and the beloved older titles that inspired them. Whether you're a newcomer to the genre or a die-hard fan of the classics, Anime Fusion is the place to celebrate what you love!",Anime
Anime USA,Washington Marriott Wardman Park,Washington,DC,USA,2016-10-21,2016-10-23,38.925012,-77.05464,"
$40 through Apr 30
$45 through Jun 1
$50 through Jul 31
$55 through Sep 13
$65","
All 3 days: $65
Fri: $40
Sat: $55
Sun: $30",http://animeusa.org/,http://animeusa.org/registration/,"In 1999, a group of anime fans came together and started Anime USA, a three-day convention celebrating Japanese animation, art, culture, history, and fashion. In 2004, Anime USA formed a non-profit educational organization to host the convention. Anime USA's mission is to promote, as well as educate the public about Japanese arts and popular culture. Anime USA is a 501(c)3 non-profit managed solely by a staff of volunteers.",Anime
Anime DeMoii,"Drake University, Olmsted Center",Des Moines,IA,USA,2016-10-22,2016-10-22,41.6013793,-93.6566938,"
Free through Sep 15","
Free",http://www.animedemoii.com/,https://animedemoii.com/registration/,"Anime DeMoii is a FREE Des Moines based, all-ages, anime and Japanese culture convention. It is put on in collaboration by Japan America Society of Iowa and Drake University's Anime Club. This is also made possible through funding by the Consulate General of Japan. Open to the public and all ages. We pride ourselves in being a family-oriented convention. With activities for both the young and old, it is always a blast!

This year, Anime DeMoii will be October 22, 2016 at Drake University's Olmsted Center. This will be the 6th year Anime DeMoii has been serving the Des Moines community.",Anime
Aki Con,DoubleTree by Hilton Hotel Seattle Airport,Seattle,WA,USA,2016-10-28,2016-10-30,47.43631,-122.294789,"
$31.50","
All 3 days: $30
Fri: $10
Sat: $15
Sun: $10",http://akicon.org/,https://akicon.webconnex.com/akicon2016,"Aki Con 2016 is a non-profit anime convention that will be held at the Double Tree Hotel in SeaTac Washington, Oct. 28th - Oct 30th.",Anime
Bakuretsu Con,Hampton Inn Burlington,Colchester,VT,USA,2016-10-28,2016-10-30,44.5063,-73.179258,,,http://bakuretsucon.org/,,"Founded in 2001 by area fans, Bakuretsu Con is Vermont's premiere anime convention! Our family-friendly event draws approximately 600 attendees, and is sponsored by The Anime Society of Vermont, a public, non-profit organization whose primary mission is to promote cultural awareness and diversity through the celebration of anime and manga.",Anime
Kumoricon,Oregon Convention Center,Portland,OR,USA,2016-10-28,2016-10-30,45.5282174,-122.6636223,"
$45 through Jan 8
$50 through May 27
$55 through Sep 2
$57 through Oct 14","
All 3 days: $60
Fri: $40
Sat: $40
Sun: $30",https://www.kumoricon.org/,https://www.kumoricon.org/registration,"Gaining its namesake (kumori) from the Japanese word ""cloudy"", we embody everything it means to live in the Northwest and love this fandom. Stretching across generations, anime fans have gathered together to celebrate anime, manga, and Japanese culture at an anime convention designed and operated with the fans and their devotion in mind.",Anime
Mirufodocon,Milford Senior Center,Milford,DE,USA,2016-10-28,2016-10-30,38.9142035,-75.4270975,"
$32.04 through Oct 21",,http://www.mirufodocon.com/,http://www.brownpapertickets.com/event/2539153,"Mirufodocon, presented by Audio Electric Entertainment, is the anime festival you'll be talking about all year. Taking over Milford, Delaware, Mirufodocon (meaning ""Milford Convention"") is not your average anime con; we've got all the stand by features: voice actors, cosplay, cosplayers, panels, contests, raves, concerts... and oh so much more!

The premier three day anime/manga convention in Milford, DE! Take part in the activities, the panels, the town's Halloween Parade, voice actor appearances, the bands!",Anime
Youmacon,Detroit Marriott at the Renaissance Center / Cobo Center,Detroit,MI,USA,2016-11-03,2016-11-06,42.329152,-83.039871,"
$57.37 through Jun 30
$60 + fee through Sep 30","
All 4 days: $65
Fri: $35
Sat: $45
Sun: $25",http://www.youmacon.com/,http://www.youmacon.com/registration,"Youmacon is a popular culture event similar to most ""Comic Cons"", however instead of focusing on comic books, Youmacon is a celebration of Japanese popular culture and its influence on our own culture over the past few decades. Common themes throughout the event are Anime (Japanese animation), Video Games, Japanese style artwork and comics, and the rising internet culture influenced by all of the above.",Anime
Otafest Aurora,SAIT Polytechnic,Calgary,AB,Canada,2016-11-04,2016-11-05,51.065868,-114.090067,"
$40 through Jan 1
$50 through Mar 15
$55 through Jun 20","
Both days: $60",http://otafestaurora.com/,http://otafestaurora.com/tickets/,"Otafest Aurora is a one day festival held at SAIT (Southern Alberta Institute of Technology). It is the successor to Otafest Lite, a festival held from 2009 to 2011.

Otafest Aurora was created in response to feedback from our attendees who wanted a better winter festival. Our team was challenged to provide new experiences that would be exclusive to Aurora while expanding the events that our attendees are familiar with and love. Otafest Aurora will feature many vendors, a larger artists alley, cosplay, as well as panels and showings. New to our winter festival is a gala dinner and dance, a formal event that is sure to add a level of class never seen before.

Creating Otafest Aurora gave us an opportunity to add a new face to represent our team. Persephone's best friend, Aurora will work to promote the winter festival. While Seph represents the history and traditions of Otafest, Aurora represents the energy, creativity, and enthusiasm of Otafest and all of it's participants.",Anime
Anime NebrasKon,La Vista Conference Center,La Vista,NE,USA,2016-11-04,2016-11-06,41.1817578,-96.1092026,"
$35 through Aug 2
$40 through Oct 2
$50 through Oct 9","
All 3 days: $50
Fri: $25
Sat: $35
Sun: $25",http://www.animenebraskon.com/,http://www.animenebraskon.com/registration/,"Anime NebrasKon is a Japanese Animation and pop culture convention that is being held at the Omaha La Vista Hotel & Conference Center.

What is it about Anime NebrasKon that sets us apart? All of us here are dedicated to making our convention the most accessible, inclusive, and enjoyable event in the country. We are passionate about getting the details right, but even more than that we are obsessed with making sure all of our attendees have fun. We make a point of collecting feedback, of listening to your suggestions. We love making you all happy, and this year will be no different. Come join us for another great weekend of fun and friends November 4th - 6th, 2016. We can't wait to see you!",Anime
Anime Ohana,Pagoda Hotel,Honolulu,HI,USA,2016-11-04,2016-11-06,21.2954163,-157.8403968,"
$26.49 through May 1
$30 + fees through Sep 4","
All 3 days: $45
Fri: $20
Sat: $35
Sun: $25",http://www.animeohana.com/,http://www.animeohana.com/registration.html,"Anime Ohana is Hawaii's newest anime convention coming to Honolulu this fall. Join us for exciting guest and fan panels, visit our dealers room and artist alley and meet other anime and manga fans. Taking place November 4th-6th 2016 at the Pagoda Hotel in Honolulu, HI.",Anime
Nakamacon,Sugar Sands Inn & Suites Panama City Beach,Panama City Beach,FL,USA,2016-11-04,2016-11-06,30.2469581,-85.9423305,,"
All 3 days: Free",http://nakamacon.org/,http://nakamacon.org/registration-details/,"A One Piece gathering, put together by fans FOR fans!",Anime
NekoCon,Hampton Roads Convention Center,Hampton,VA,USA,2016-11-04,2016-11-06,37.037211,-76.382854,,,http://nekocon.com/,http://www.nekocon.com/registration/,"Gather your party, stock up on potions, buckle on your armor, and join us for NekoCon 19! We're maxing out our stats to bring you an RPG-themed show!",Anime
Animaine,Best Western Merry Manor Inn,South Portland,ME,USA,2016-11-11,2016-11-13,43.618388,-70.306122,"
$31.50","
All 3 days: $40
Fri: $30
Sat: $30
Sun: $20",http://www.animaine.org/,https://animaine.regfox.com/animaine2016,"Animaine is a celebration of animation located in Maine. Some people call us an anime convention, which is fair - but we also love video games, international animation, graphic novels - basically all forms of sequential art. Since 2015, we've been an independent non-profit organization working towards improving the public perception of animation in North America, combating piracy, and promoting artists.",Anime
Anime Iwai,DoubleTree by Hilton Hotel Deerfield Beach - Boca Raton,Deerfield Beach,FL,USA,2016-11-11,2016-11-13,26.3200397,-80.1132386,"
$31.80","
All 3 days: $40",https://animeiwai.com/,https://animeiwai.com/collections/admissions,"Palm Beach, FL Not-For-Profit Anime and Japanese Culture Festival coming November 2016!",Anime
FANdom Con,Emerald Coast Convention Center,Ft. Walton Beach,FL,USA,2016-11-11,2016-11-13,30.397364,-86.594324,"
$31.74 through Oct 26","
All 3 days: $40
Fri: $15
Sat: $25
Sun: $15",http://www.fandomcon.com/,http://www.fandomcon.com/registration,"FANdom Con is an all-inclusive anime convention run by the fans, for the fans. Our current home is in Fort Walton Beach, Florida. Sun, sand, and the glorious waves of fans that come out every year. After five years of trial and error, FANdom Con continues to strive to provide fans with the most fun for their buck-at a price that has many conventions scratching their heads. We are located in a beach front venue, surrounded by affordable resort hotels, and feature tons of events, panels, and vendors. This is the anime convention to attend in Fort Walton Beach or for that matter, the entire Emerald Coast.",Anime
FanExpo Vancouver,Vancouver Convention Centre,Vancouver,BC,Canada,2016-11-11,2016-11-13,49.288908,-123.116355,,,http://fanexpovancouver.com/,http://fanexpovancouver.com/tickets,"Let's do it again! Mark your calendar for another 3 days of awesomeness at Fan Expo Vancouver on NOVEMBER 11-13, 2016!",Anime
Kikori Con,Little America Hotel - Flagstaff,Flagstaff,AZ,USA,2016-11-11,2016-11-13,35.191302,-111.618664,"
$36.61 through Jul 14
$40 + fees through Sep 12","
All 3 days: $50",http://www.kikoricon.com/,http://www.kikoricon.com/memberships/index.html,"Kikori Con is an American anime convention held in Flagstaff, Arizona and organized by Monkey Paw Entertainment. The convention is held in November every year. It is currently hosted at the Little America Hotel Flagstaff. 

Kikori Con gains its name by combining the Japanese name for lumberjack ""Kikori"" and adding the word ""con"" for convention at the end. The lumberjack helps reference the conventions roots in Flagstaff, Arizona which is home to beautiful wilderness areas.",Anime
Pacific Media Expo,Pasadena Convention Center,Pasadena,CA,USA,2016-11-11,2016-11-13,34.1440063,-118.144258,,,http://pacificmediaexpo.info/,,"Pacific Media Expo is a new generation of convention for a new generation of fans! PMX brings the cutting edge of Asian entertainment to America, whether it is the newest anime from Japan, the hottest bands from the Pacific Rim, the latest street fashion from Harajuku, or the most disturbing horror films from Asia. PMX seeks to create an entertainment community for artists, industry, and their fans.",Anime
Hamacon Minicon,Von Braun Center,Huntsville,AL,USA,2016-11-12,2016-11-12,34.72695,-86.589909,,,http://www.hama-con.com/,,HAMACON'S annual fall mini con. All the fun of a full 3 day con squished down to one amazing day.,Anime
SaishoCon,Sylvania Southview High School,Sylvania,OH,USA,2016-11-12,2016-11-12,41.687493,-83.7175458,"
$8 through Aug 1
$10 through Oct 29","
$12",http://www.saishocon.com/,http://www.saishocon.com/register.asp,"SaishoCon is a eight hour anime and comics convention. It is a chance for people who are interested in anime, comics, gaming, and sci-fi to get together with others who are interested in the same topics.",Anime
Anime Destiny,"University of California, Berkeley - Martin Luther King Jr. Student Union",Berkeley,CA,USA,2016-11-13,2016-11-13,37.8691499,-122.2601654,,"
$10",http://calanimedestiny.com/,http://calanimedestiny.com/registration/,"Anime Destiny is UC Berkeley's own annual anime convention, hosted by Cal Animage Alpha. We hope to bring together local fans and to provide an enjoyable, cozy experience for our attendees through fun events, interesting panels, and awesome merchandise!",Anime
Anime North Texas,Hilton Fort Worth,Fort Worth,TX,USA,2016-11-18,2016-11-20,32.7525645,-97.3291774,,,http://animenorthtexas.com/,http://animenorthtexas.com/registration/,"Anime North Texas (or ANT) is a annual convention currently held in the great city of Fort Worth, Texas. ANT centers around the themes of anime and Japanese pop culture occurring at the Hilton Fort Worth. It will have all your anime convention staples such as anime viewings, merchandise vendors, artist vendors, cosplay contest, industry guests, and more.",Anime
DerpyCon,Hyatt Morristown at Headquarters Plaza,Morristown,NJ,USA,2016-11-18,2016-11-20,40.79976,-74.480862,"
$27.50 through Feb 29
$37.50 through Jun 30
$47.50 through Oct 31
$57.50 through Dec 2","
All 3 days: $55
Fri: $25
Sat: $35
Sun: $20",https://www.derpycon.com/,https://www.derpycon.com/registration/,"DerpyCon is a small, fun convention of sci-fi, fantasy, anime, gaming, and beyond... DerpyCon is held at the Hyatt Morristown in Morristown, NJ. The weekend event will have panels, LARPs, concerts, video gaming, cosplay, vendors, dances, table-top gaming, AMVs, and more!",Anime
Philcon,Crowne Plaza Hotel,Cherry Hill,NJ,USA,2016-11-18,2016-11-20,39.926296,-75.05368,"
$35 through Dec 31, 2015",,https://philcon.org/,https://philcon.org/registration,"Join us for the 79th anniversary of the world's first and longest-running conference on science fiction, fantasy, and horror! Philcon 2016 will take place on November 18-20, 2016.

Started in 1936, Philcon features cutting-edge programming about literature, art, television, film, anime, comics, science, gaming, costuming and cosplay, music, and other topics of interest to fans of sci-fi, fantasy, and horror. We will also have many other attractions, such as our awesome Art Show and Auction; a Vendors' Room full of unique merchandise; a full slate of Children's/Family programming; our Writer's Workshop (featuring professional authors and editors); Concerts; the Time Traveler's Masquerade Ball, our Masquerade/Costume Competition, and more!",Anime
ShadoCon,Hilton St Petersburg Bayfront,St. Petersburg,FL,USA,2016-11-18,2016-11-20,27.7675942,-82.6358585,"
$36.87 through Mar 31
$40 + fee through Jun 30
$45 + fee through Sep 30
$50 + fee through Nov 5","
All 3 days: $55
Fri: $25
Sat: $30
Sun: $25",http://www.shadocon.com/,http://www.shadocon.com/registration,"ShadoCon is an annual anime, video game, and comics convention held in Tampa, Florida. Generally, ShadoCon is held in early November and is a three-day event spanning Friday through Sunday. Ever since its inception in 2010, ShadoCon has grown substantially in size each year and currently boasts over three thousand attendees.",Anime
Kraken Con Fall,Oakland Convention Center,Oakland,CA,USA,2016-11-19,2016-11-20,37.8023123,-122.2738505,,,http://krakencon.com/,,"Kraken Con is a two day convention being held November 19-20th, 2016 in the Oakland Convention Center which features anime, cartoons and comics with a heavy emphasis on whimsy, imagination and the creative process. Our goal is to ensure attendees have an enjoyable experience via great panels, cool guests, fun events and awesome merchandise.",Anime
Kollision Con,Hilton Chicago/Indian Lakes Resort,Bloomingdale,IL,USA,2016-11-25,2016-11-27,41.9520161,-88.0985159,"
$30
$35
$40","
All 3 days: $45
Fri: $30
Sat: $35
Sun: $20",http://kollisioncon.com/,http://kollisioncon.com/register.html,"Kollision Con, where East ""kollides"" with West. A multi-genre convention that has something for every fandom!

Whether you've just heard of us or are a returning attendee, welcome! We look forward to seeing you at the convention!",Anime
Yama-Con,LeConte Center at Pigeon Forge,Pigeon Forge,TN,USA,2016-12-02,2016-12-04,35.79747,-83.561904,"
$36.87 through Jul 1","
All 3 days: $50
Fri: $25
Sat: $30
Sun: $20",http://www.yamacon.org/,http://www.yamacon.org/register/,"Yama-Con (Yama is Japanese for Mountain) is an anime and comic convention located at the foothills of the Great Smoky Mountains in Pigeon Forge, Tennessee. We are a not-for-profit organization founded to celebrate everything nerdy, geeky or otaku. We operate fully on a volunteer basis to bring you events that are focused around anime, manga, comics and video games.",Anime
Sangawa Project,DoubleTree by Hilton Hotel Pittsburgh - Green Tree,Pittsburgh,PA,USA,2016-12-09,2016-12-11,40.4181865,-80.0592541,"
$30 through Aug 31
$35 through Oct 31
$40 through Dec 8","
All 3 days: $40",http://www.sangawaproject.com/,http://www.sangawaproject.com/prereg-info/,"The Sangawa Project, presented by the Pittsburgh Japanese Cultural Society (PittJCS), is an 18+ convention in which fans can gather together to discuss their favorite anime, both new and old, challenge themselves in our retro gaming room, show off their best cosplay, attend awesome panels and just relax in a more mature environment. Additionally, Sangawa provides unique content such as the Taste of Japan which allows attendees (over the age of 21) to sample a variety of Japanese libations, including Saké, Shōchū and cultural beers!",Anime
Holiday Matsuri,Orlando World Center Marriott,Orlando,FL,USA,2016-12-16,2016-12-18,28.3611791,-81.5107042,,,http://holidaymatsuri.com/,http://holidaymatsuri.com/registration/,"Holiday Matsuri is an festively themed anime, gaming, & cosplay convention located in Orlando, FL! Enjoy our seasonal spin on convention events, guests, contests, shows, dances, and more!",Anime
Ichibancon,Embassy Suites Concord,Concord,NC,USA,2016-12-29,2017-01-01,35.365221,-80.70061,,,http://ichibancon.com/,http://ichibancon.com/admission/,"Ichibancon is an anime convention in the area of Charlotte, North Carolina. We will be having 4 days of events Dec 29th-Jan 1st with tons of fun events to attend, a dealers room, video showings, an artist alley, a big video and tabletop game room, an awesome rave, plenty of good panels, cosplay contest and much more!",Anime
Newcon PDX,Portland Marriott Downtown Waterfront,Portland,OR,USA,2016-12-30,2017-01-01,45.5125362,-122.6767993,"
$30 through Mar 31, 2016
$35 through Jul 31, 2016
$40 through Nov 30, 2016
$45 through Dec 14, 2016","
All 3 days: $50
Fri: $25
Sat: $30
Sun: $20",http://www.newconpdx.com/,http://www.newconpdx.com/registration/,"Newcon is Portland's own multi-genre convention. We bring all flavors of nerd together for one epic year opening convention. This year, for our fifth anniversary, we are taking the New Years dates and making a truly special new years party in the form of a convention.",Anime
Taiyou Con,Mesa Convention Center,Mesa,AZ,USA,2017-01-06,2017-01-08,33.418699,-111.829802,"
$48.65 through Jan 1","
All 3 days: $50
Fri: $35
Sat: $35
Sun: $30",http://www.taiyoucon.com/,http://www.taiyoucon.com/registration/attendee-registration/,"Taiyou Con is a three-day convention celebrating anime, manga, video games, and other aspects of Japanese culture. Taiyou Con promises enjoyable programming, great guests, and a good time! Taiyou Con is dedicated to bringing Arizona anime fans convention staples such as the masquerade and dances as well as new and original events! We're also hard at work inviting guests you've requested to make your dreams of meeting your favorite voice actor, artist, or cosplay extraordinaire to life.",Anime
Unconventional Convention,DoubleTree by Hilton Omaha Downtown,Omaha,NE,USA,2017-01-06,2017-01-08,41.2603691,-95.9379918,"
$27.37 through Jun 11, 2016
$32.64 through Jan 8",,http://www.unconventionalcon.com/,http://www.eventbrite.com/e/unconventional-convention-tickets-20852266691?aff=es2,"Unconventional Convention is a Japanese anime, video game, cosplay, comics, and card game Convention all rolled up into one. The Convention is held at the DoubleTree Hotel Downtown Omaha, Nebraska.

What is it about Unconventional Convention that sets us apart? All of us here are industry professionals who work diligently to bring a new type of convention to the Omaha Area. We are passionate about bringing new and exciting panels each year to our attendees. We won't settle for boring. We make a point of collecting feedback, of listening to your suggestions as well as our staffs to make the best panels possible. We are driven to make happy, and this year will be no different, we don't settle for ordinary. Come see what it's all about January 6th - 8th 2017. We look forward to seeing you there!",Anime
Ohayocon,Hyatt Regency Columbus / Greater Columbus Convention Center,Columbus,OH,USA,2017-01-13,2017-01-15,39.972631,-83.001065,,,http://ohayocon.org/,,,Anime
Otaku Matsuri Oklahoma,Embassy Suites by Hilton Norman Hotel & Conference Center,Norman,OK,USA,2017-01-13,2017-01-15,35.2434861,-97.4786669,"
$35 through May 31, 2016
$40 through Sep 30, 2016
$45 through Jan 13","
All 3 days: $45
Fri: $25
Sat: $30
Sun: $20",http://www.otakumatsuri.com/,http://www.otakumatsuri.com/attendees,Otaku Matsuri Oklahoma is a new convention in the area being headed and ran by people who live in the area. We are focusing on not only bringing unique events to the convention scene but also guests that are hardly seen in our direct area. We hope to grow with you and learn from what the con-goer wants.,Anime
Animé Los Angeles,Ontario Convention Center,Ontario,CA,USA,2017-01-27,2017-01-29,34.065143,-117.606642,,,http://animelosangeles.org/,,,Anime
Seishun Con,Atlanta Marriott Perimeter Center,Atlanta,GA,USA,2017-02-10,2017-02-12,33.9173833,-84.3459757,"
$22.09 through Jan 2","
All 3 days: $30
Fri: $20
Sat: $20
Sun: $20",http://seishun-con.com/,http://seishun-con.com/registration.html,"Seishun Con is an Atlanta-based convention focused on Japanese Anime, Manga and culture. With everything from fan-presented panels and industry guests to a buzzing dealer's room and all-night Dance you're sure to find something to capture your fancy. We pride ourselves on having a fun and inviting atmosphere, so whether you are brand new to the fandom or a seasoned veteran, you're always welcome at Seishun Con!",Anime
Triad Anime Convention,Koury Convention Center,Greensboro,NC,USA,2017-03-03,2017-03-05,36.0412146,-79.8410976,,,http://triadanimecon.com/,,,Anime
Senshi Matsuri,LaGuardia Community College,Queens,NY,USA,2017-03-04,2017-03-05,40.7439612,-73.9361179,"
$45 through Mar 8, 2016",,http://www.senshimatsuri.com/,http://www.senshimatsuri.com/tickets,"Senshi Matsuri was created as an idea to gather lovers of the 90's cartoon Sailor Moon and to also celebrate the reboot of the original Japanese anime for its 20th year anniversary. 

Taking note of the feedback the patrons provided us with at the end of the event, we now present to you Senshi Matsuri 2017! A two part event spanning over two days that we want YOU to be a part of.",Anime
Shuto Con,Lansing Convention Center / Radisson Hotel Lansing,Lansing,MI,USA,2017-03-17,2017-03-19,42.734432,-84.547949,"
$38.92 through May 31, 2016
$45 + fees through Oct 1, 2016
$50 + fees through Feb 19","
All 3 days: $55
Fri: $30
Sat: $35
Sun: $25",http://www.shutocon.com/,http://www.shutocon.com/registration.html,"SHUTO CON - ""IT'S ALL ABOUT U!""

...and it IS all about you! Shuto Con is Lansing's Annual Anime Convention, happening at the Lansing Center and Radisson Hotel on March 17th-19th, 2017. Our convention is a three day event held in Lansing, MI that is going on its 7th action packed year! While Shuto Con has lots of great programming and panels to offer our attendees, our major focus is on our wonderful Artists and the art of Interactive Cosplaying!

Starting Friday morning at the Lansing Center and Radisson Hotel Lansing our convention will run from 9AM until 6PM Sunday afternoon. We will have several large rooms for panels, over 50 unique artists as well as several dealers to get your latest anime goodies from, anime viewing rooms, a huge video game room open 24 hours during the entire convention, a table top gaming room, special guests, and much more!",Anime
Annicon,Anniston City Meeting Center,Anniston,AL,USA,2017-03-25,2017-03-25,33.66564,-85.828843,,"
Free",http://www.annicon.com/,,"AnniCon is a FREE, one-day celebration of Asian culture including art, music, costuming, manga, anime, gaming, food, history, and special guests.",Anime
Albacon,Best Western Albany Airport Inn,Albany,NY,USA,2017-03-31,2017-04-02,42.724278,-73.799876,"
$25 through Mar 16, 2016
$30 through Oct 31, 2016
$35 through Feb 28
$40 through Apr 2",,http://www.albacon.org/,http://www.albacon.org/2017/index.php/registration/,"Albacon is a gathering of fans and creators of Science Fiction, Fantasy, Games, Anime, Web Comics; pretty much anything Geek related. We are not limited to literature but include movies, games, costumes, and almost anything else you can think of. Come for one day or all weekend. There will be panel discussions, art exhibits, dealers, interviews, films, games, readings, autographs! Plus lots of just hanging out with other people who share your interests and individual discussions and maybe even some debates (did Han Solo really shoot first).",Anime
